ContainerNum,EquipmentSizeType,FullEmptyInd,PartyInfo_BIC,Bay,StowageCell_ISO,planned,vesselStructure.bays.bay.bayId.bayNo,vesselStructure.bays.bay.bayId.deckHoldId,vesselStructure.bays.bay.cells.item.row,vesselStructure.bays.bay.cells.item.tier
,4010,F,NVD,02D,20590,,2,D,5,90
,4010,F,NVD,02D,20690,,2,D,6,90
,4010,F,NVD,02D,20790,,2,D,7,90
,4010,F,NVD,02D,20890,,2,D,8,90
,4010,F,NVD,02D,20990,,2,D,9,90
,4010,F,NVD,02D,21090,,2,D,10,90
,4010,F,NVD,02D,21190,,2,D,11,90
,4010,F,NVD,02D,21290,,2,D,12,90
DISH0160006,2010,F,NVD,03D,30082,Yes,3,D,0,82
DISH0160007,2010,F,NVD,03D,30182,Yes,3,D,1,82
DISH0160008,2010,F,NVD,03D,30282,Yes,3,D,2,82
DISH0160009,2010,F,NVD,03D,30382,Yes,3,D,3,82
DISH0160010,2010,F,NVD,03D,30482,Yes,3,D,4,82
,2010,F,NVD,03D,30582,,3,D,5,82
,2010,F,NVD,03D,30682,,3,D,6,82
,2010,F,NVD,03D,30782,,3,D,7,82
,2010,F,NVD,03D,30882,,3,D,8,82
,2010,F,NVD,03D,30982,,3,D,9,82
,2010,F,NVD,03D,31082,,3,D,10,82
,2010,F,NVD,03D,31182,,3,D,11,82
,2010,F,NVD,03D,31282,,3,D,12,82
,2010,F,NVD,03D,31382,,3,D,13,82
,2010,F,NVD,03D,31482,,3,D,14,82
,2010,F,NVD,03D,30084,,3,D,0,84
,2010,F,NVD,03D,30184,,3,D,1,84
,2010,F,NVD,03D,30284,,3,D,2,84
,2010,F,NVD,03D,30384,,3,D,3,84
,2010,F,NVD,03D,30484,,3,D,4,84
,2010,F,NVD,03D,30584,,3,D,5,84
,2010,F,NVD,03D,30684,,3,D,6,84
,2010,F,NVD,03D,30784,,3,D,7,84
,2010,F,NVD,03D,30884,,3,D,8,84
,2010,F,NVD,03D,30984,,3,D,9,84
,2010,F,NVD,03D,31084,,3,D,10,84
,2010,F,NVD,03D,31184,,3,D,11,84
,2010,F,NVD,03D,31284,,3,D,12,84
,2010,F,NVD,03D,31384,,3,D,13,84
,2010,F,NVD,03D,31484,,3,D,14,84
,2010,F,NVD,03D,30086,,3,D,0,86
,2010,F,NVD,03D,30186,,3,D,1,86
,2010,F,NVD,03D,30286,,3,D,2,86
,2010,F,NVD,03D,30386,,3,D,3,86
,2010,F,NVD,03D,30486,,3,D,4,86
,2010,F,NVD,03D,30586,,3,D,5,86
,2010,F,NVD,03D,30686,,3,D,6,86
,2010,F,NVD,03D,30786,,3,D,7,86
,2010,F,NVD,03D,30886,,3,D,8,86
,2010,F,NVD,03D,30986,,3,D,9,86
,2010,F,NVD,03D,31086,,3,D,10,86
,2010,F,NVD,03D,31186,,3,D,11,86
,2010,F,NVD,03D,31286,,3,D,12,86
,2010,F,NVD,03D,31386,,3,D,13,86
,2010,F,NVD,03D,31486,,3,D,14,86
,2010,F,NVD,03D,30088,,3,D,0,88
,2010,F,NVD,03D,30188,,3,D,1,88
,2010,F,NVD,03D,30288,,3,D,2,88
,2010,F,NVD,03D,30388,,3,D,3,88
,2010,F,NVD,03D,30488,,3,D,4,88
,2010,F,NVD,03D,30588,,3,D,5,88
,2010,F,NVD,03D,30688,,3,D,6,88
,2010,F,NVD,03D,30788,,3,D,7,88
,2010,F,NVD,03D,30888,,3,D,8,88
,2010,F,NVD,03D,30988,,3,D,9,88
,2010,F,NVD,03D,31088,,3,D,10,88
,2010,F,NVD,03D,31188,,3,D,11,88
,2010,F,NVD,03D,31288,,3,D,12,88
,2010,F,NVD,03D,31388,,3,D,13,88
,2010,F,NVD,03D,31488,,3,D,14,88
,2010,F,NVD,03D,30090,,3,D,0,90
,2010,F,NVD,03D,30190,,3,D,1,90
,2010,F,NVD,03D,30290,,3,D,2,90
,2010,F,NVD,03D,30390,,3,D,3,90
,2010,F,NVD,03D,30490,,3,D,4,90
,2010,F,NVD,03D,30590,,3,D,5,90
,2010,F,NVD,03D,30690,,3,D,6,90
,2010,F,NVD,03D,30790,,3,D,7,90
,2010,F,NVD,03D,30890,,3,D,8,90
,2010,F,NVD,03D,30990,,3,D,9,90
,2010,F,NVD,03D,31090,,3,D,10,90
,2010,F,NVD,03D,31190,,3,D,11,90
,2010,F,NVD,03D,31290,,3,D,12,90
,2010,F,NVD,03D,31390,,3,D,13,90
,2010,F,NVD,03D,31490,,3,D,14,90
,2010,F,NVD,05D,50082,,5,D,0,82
,2010,F,NVD,05D,50182,,5,D,1,82
,2010,F,NVD,05D,50282,,5,D,2,82
,2010,F,NVD,05D,50382,,5,D,3,82
,2010,F,NVD,05D,50482,,5,D,4,82
,2010,F,NVD,05D,50582,,5,D,5,82
,2010,F,NVD,05D,50682,,5,D,6,82
,2010,F,NVD,05D,50782,,5,D,7,82
,2010,F,NVD,05D,50882,,5,D,8,82
,2010,F,NVD,05D,50982,,5,D,9,82
,2010,F,NVD,05D,51082,,5,D,10,82
,2010,F,NVD,05D,51182,,5,D,11,82
,2010,F,NVD,05D,51282,,5,D,12,82
,2010,F,NVD,05D,51382,,5,D,13,82
,2010,F,NVD,05D,51482,,5,D,14,82
,2010,F,NVD,05D,51582,,5,D,15,82
,2010,F,NVD,05D,51682,,5,D,16,82
,2010,F,NVD,05D,50084,,5,D,0,84
,2010,F,NVD,05D,50184,,5,D,1,84
,2010,F,NVD,05D,50284,,5,D,2,84
,2010,F,NVD,05D,50384,,5,D,3,84
,2010,F,NVD,05D,50484,,5,D,4,84
,2010,F,NVD,05D,50584,,5,D,5,84
,2010,F,NVD,05D,50684,,5,D,6,84
,2010,F,NVD,05D,50784,,5,D,7,84
,2010,F,NVD,05D,50884,,5,D,8,84
,2010,F,NVD,05D,50984,,5,D,9,84
,2010,F,NVD,05D,51084,,5,D,10,84
,2010,F,NVD,05D,51184,,5,D,11,84
,2010,F,NVD,05D,51284,,5,D,12,84
,2010,F,NVD,05D,51384,,5,D,13,84
,2010,F,NVD,05D,51484,,5,D,14,84
,2010,F,NVD,05D,51584,,5,D,15,84
,2010,F,NVD,05D,51684,,5,D,16,84
,2010,F,NVD,05D,50086,,5,D,0,86
,2010,F,NVD,05D,50186,,5,D,1,86
,2010,F,NVD,05D,50286,,5,D,2,86
,2010,F,NVD,05D,50386,,5,D,3,86
,2010,F,NVD,05D,50486,,5,D,4,86
,2010,F,NVD,05D,50586,,5,D,5,86
,2010,F,NVD,05D,50686,,5,D,6,86
,2010,F,NVD,05D,50786,,5,D,7,86
,2010,F,NVD,05D,50886,,5,D,8,86
,2010,F,NVD,05D,50986,,5,D,9,86
,2010,F,NVD,05D,51086,,5,D,10,86
,2010,F,NVD,05D,51186,,5,D,11,86
,2010,F,NVD,05D,51286,,5,D,12,86
,2010,F,NVD,05D,51386,,5,D,13,86
,2010,F,NVD,05D,51486,,5,D,14,86
,2010,F,NVD,05D,51586,,5,D,15,86
,2010,F,NVD,05D,51686,,5,D,16,86
,2010,F,NVD,05D,50088,,5,D,0,88
,2010,F,NVD,05D,50188,,5,D,1,88
,2010,F,NVD,05D,50288,,5,D,2,88
,2010,F,NVD,05D,50388,,5,D,3,88
,2010,F,NVD,05D,50488,,5,D,4,88
,2010,F,NVD,05D,50588,,5,D,5,88
,2010,F,NVD,05D,50688,,5,D,6,88
,2010,F,NVD,05D,50788,,5,D,7,88
,2010,F,NVD,05D,50888,,5,D,8,88
,2010,F,NVD,05D,50988,,5,D,9,88
,2010,F,NVD,05D,51088,,5,D,10,88
,2010,F,NVD,05D,51188,,5,D,11,88
,2010,F,NVD,05D,51288,,5,D,12,88
,2010,F,NVD,05D,51388,,5,D,13,88
,2010,F,NVD,05D,51488,,5,D,14,88
,2010,F,NVD,05D,51588,,5,D,15,88
,2010,F,NVD,05D,51688,,5,D,16,88
,2010,F,NVD,05D,50090,,5,D,0,90
,2010,F,NVD,05D,50190,,5,D,1,90
,2010,F,NVD,05D,50290,,5,D,2,90
,2010,F,NVD,05D,50390,,5,D,3,90
,2010,F,NVD,05D,50490,,5,D,4,90
,2010,F,NVD,05D,50590,,5,D,5,90
,2010,F,NVD,05D,50690,,5,D,6,90
,2010,F,NVD,05D,50790,,5,D,7,90
,2010,F,NVD,05D,50890,,5,D,8,90
,2010,F,NVD,05D,50990,,5,D,9,90
,2010,F,NVD,05D,51090,,5,D,10,90
,2010,F,NVD,05D,51190,,5,D,11,90
,2010,F,NVD,05D,51290,,5,D,12,90
,2010,F,NVD,05D,51390,,5,D,13,90
,2010,F,NVD,05D,51490,,5,D,14,90
,2010,F,NVD,05D,51590,,5,D,15,90
,2010,F,NVD,05D,51690,,5,D,16,90
,4010,F,NVD,06D,60082,,6,D,0,82
,4010,F,NVD,06D,60182,,6,D,1,82
,4010,F,NVD,06D,60282,,6,D,2,82
,4010,F,NVD,06D,60382,,6,D,3,82
,4010,F,NVD,06D,60482,,6,D,4,82
,4010,F,NVD,06D,60582,,6,D,5,82
,4010,F,NVD,06D,60682,,6,D,6,82
,4010,F,NVD,06D,60782,,6,D,7,82
,4010,F,NVD,06D,60882,,6,D,8,82
,4010,F,NVD,06D,60982,,6,D,9,82
,4010,F,NVD,06D,61082,,6,D,10,82
,4010,F,NVD,06D,61182,,6,D,11,82
,4010,F,NVD,06D,61282,,6,D,12,82
,4010,F,NVD,06D,61382,,6,D,13,82
,4010,F,NVD,06D,61482,,6,D,14,82
,4010,F,NVD,06D,61582,,6,D,15,82
,4010,F,NVD,06D,61682,,6,D,16,82
,4010,F,NVD,06D,60084,,6,D,0,84
,4010,F,NVD,06D,60184,,6,D,1,84
,4010,F,NVD,06D,60284,,6,D,2,84
,4010,F,NVD,06D,60384,,6,D,3,84
,4010,F,NVD,06D,60484,,6,D,4,84
,4010,F,NVD,06D,60584,,6,D,5,84
,4010,F,NVD,06D,60684,,6,D,6,84
,4010,F,NVD,06D,60784,,6,D,7,84
,4010,F,NVD,06D,60884,,6,D,8,84
,4010,F,NVD,06D,60984,,6,D,9,84
,4010,F,NVD,06D,61084,,6,D,10,84
,4010,F,NVD,06D,61184,,6,D,11,84
,4010,F,NVD,06D,61284,,6,D,12,84
,4010,F,NVD,06D,61384,,6,D,13,84
,4010,F,NVD,06D,61484,,6,D,14,84
,4010,F,NVD,06D,61584,,6,D,15,84
,4010,F,NVD,06D,61684,,6,D,16,84
,4010,F,NVD,06D,60086,,6,D,0,86
,4010,F,NVD,06D,60186,,6,D,1,86
,4010,F,NVD,06D,60286,,6,D,2,86
,4010,F,NVD,06D,60386,,6,D,3,86
,4010,F,NVD,06D,60486,,6,D,4,86
,4010,F,NVD,06D,60586,,6,D,5,86
,4010,F,NVD,06D,60686,,6,D,6,86
,4010,F,NVD,06D,60786,,6,D,7,86
,4010,F,NVD,06D,60886,,6,D,8,86
,4010,F,NVD,06D,60986,,6,D,9,86
,4010,F,NVD,06D,61086,,6,D,10,86
,4010,F,NVD,06D,61186,,6,D,11,86
,4010,F,NVD,06D,61286,,6,D,12,86
,4010,F,NVD,06D,61386,,6,D,13,86
,4010,F,NVD,06D,61486,,6,D,14,86
,4010,F,NVD,06D,61586,,6,D,15,86
,4010,F,NVD,06D,61686,,6,D,16,86
,4010,F,NVD,06D,60088,,6,D,0,88
,4010,F,NVD,06D,60188,,6,D,1,88
,4010,F,NVD,06D,60288,,6,D,2,88
,4010,F,NVD,06D,60388,,6,D,3,88
,4010,F,NVD,06D,60488,,6,D,4,88
,4010,F,NVD,06D,60588,,6,D,5,88
,4010,F,NVD,06D,60688,,6,D,6,88
,4010,F,NVD,06D,60788,,6,D,7,88
,4010,F,NVD,06D,60888,,6,D,8,88
,4010,F,NVD,06D,60988,,6,D,9,88
,4010,F,NVD,06D,61088,,6,D,10,88
,4010,F,NVD,06D,61188,,6,D,11,88
,4010,F,NVD,06D,61288,,6,D,12,88
,4010,F,NVD,06D,61388,,6,D,13,88
,4010,F,NVD,06D,61488,,6,D,14,88
,4010,F,NVD,06D,61588,,6,D,15,88
,4010,F,NVD,06D,61688,,6,D,16,88
,4010,F,NVD,06D,60090,,6,D,0,90
,4010,F,NVD,06D,60190,,6,D,1,90
,4010,F,NVD,06D,60290,,6,D,2,90
,4010,F,NVD,06D,60390,,6,D,3,90
,4010,F,NVD,06D,60490,,6,D,4,90
,4010,F,NVD,06D,60590,,6,D,5,90
,4010,F,NVD,06D,60690,,6,D,6,90
,4010,F,NVD,06D,60790,,6,D,7,90
,4010,F,NVD,06D,60890,,6,D,8,90
,4010,F,NVD,06D,60990,,6,D,9,90
,4010,F,NVD,06D,61090,,6,D,10,90
,4010,F,NVD,06D,61190,,6,D,11,90
,4010,F,NVD,06D,61290,,6,D,12,90
,4010,F,NVD,06D,61390,,6,D,13,90
,4010,F,NVD,06D,61490,,6,D,14,90
,4010,F,NVD,06D,61590,,6,D,15,90
,4010,F,NVD,06D,61690,,6,D,16,90
,2010,F,NVD,07D,70082,,7,D,0,82
,2010,F,NVD,07D,70182,,7,D,1,82
,2010,F,NVD,07D,70282,,7,D,2,82
,2010,F,NVD,07D,70382,,7,D,3,82
,2010,F,NVD,07D,70482,,7,D,4,82
,2010,F,NVD,07D,70582,,7,D,5,82
,2010,F,NVD,07D,70682,,7,D,6,82
,2010,F,NVD,07D,70782,,7,D,7,82
,2010,F,NVD,07D,70882,,7,D,8,82
,2010,F,NVD,07D,70982,,7,D,9,82
,2010,F,NVD,07D,71082,,7,D,10,82
,2010,F,NVD,07D,71182,,7,D,11,82
,2010,F,NVD,07D,71282,,7,D,12,82
,2010,F,NVD,07D,71382,,7,D,13,82
,2010,F,NVD,07D,71482,,7,D,14,82
,2010,F,NVD,07D,71582,,7,D,15,82
,2010,F,NVD,07D,71682,,7,D,16,82
,2010,F,NVD,07D,70084,,7,D,0,84
,2010,F,NVD,07D,70184,,7,D,1,84
,2010,F,NVD,07D,70284,,7,D,2,84
,2010,F,NVD,07D,70384,,7,D,3,84
,2010,F,NVD,07D,70484,,7,D,4,84
,2010,F,NVD,07D,70584,,7,D,5,84
,2010,F,NVD,07D,70684,,7,D,6,84
,2010,F,NVD,07D,70784,,7,D,7,84
,2010,F,NVD,07D,70884,,7,D,8,84
,2010,F,NVD,07D,70984,,7,D,9,84
,2010,F,NVD,07D,71084,,7,D,10,84
,2010,F,NVD,07D,71184,,7,D,11,84
,2010,F,NVD,07D,71284,,7,D,12,84
,2010,F,NVD,07D,71384,,7,D,13,84
,2010,F,NVD,07D,71484,,7,D,14,84
,2010,F,NVD,07D,71584,,7,D,15,84
,2010,F,NVD,07D,71684,,7,D,16,84
,2010,F,NVD,07D,70086,,7,D,0,86
,2010,F,NVD,07D,70186,,7,D,1,86
,2010,F,NVD,07D,70286,,7,D,2,86
,2010,F,NVD,07D,70386,,7,D,3,86
,2010,F,NVD,07D,70486,,7,D,4,86
,2010,F,NVD,07D,70586,,7,D,5,86
,2010,F,NVD,07D,70686,,7,D,6,86
,2010,F,NVD,07D,70786,,7,D,7,86
,2010,F,NVD,07D,70886,,7,D,8,86
,2010,F,NVD,07D,70986,,7,D,9,86
,2010,F,NVD,07D,71086,,7,D,10,86
,2010,F,NVD,07D,71186,,7,D,11,86
,2010,F,NVD,07D,71286,,7,D,12,86
,2010,F,NVD,07D,71386,,7,D,13,86
,2010,F,NVD,07D,71486,,7,D,14,86
,2010,F,NVD,07D,71586,,7,D,15,86
,2010,F,NVD,07D,71686,,7,D,16,86
,2010,F,NVD,07D,70088,,7,D,0,88
,2010,F,NVD,07D,70188,,7,D,1,88
,2010,F,NVD,07D,70288,,7,D,2,88
,2010,F,NVD,07D,70388,,7,D,3,88
,2010,F,NVD,07D,70488,,7,D,4,88
,2010,F,NVD,07D,70588,,7,D,5,88
,2010,F,NVD,07D,70688,,7,D,6,88
,2010,F,NVD,07D,70788,,7,D,7,88
,2010,F,NVD,07D,70888,,7,D,8,88
,2010,F,NVD,07D,70988,,7,D,9,88
,2010,F,NVD,07D,71088,,7,D,10,88
,2010,F,NVD,07D,71188,,7,D,11,88
,2010,F,NVD,07D,71288,,7,D,12,88
,2010,F,NVD,07D,71388,,7,D,13,88
,2010,F,NVD,07D,71488,,7,D,14,88
,2010,F,NVD,07D,71588,,7,D,15,88
,2010,F,NVD,07D,71688,,7,D,16,88
,2010,F,NVD,07D,70090,,7,D,0,90
,2010,F,NVD,07D,70190,,7,D,1,90
,2010,F,NVD,07D,70290,,7,D,2,90
,2010,F,NVD,07D,70390,,7,D,3,90
,2010,F,NVD,07D,70490,,7,D,4,90
,2010,F,NVD,07D,70590,,7,D,5,90
,2010,F,NVD,07D,70690,,7,D,6,90
,2010,F,NVD,07D,70790,,7,D,7,90
,2010,F,NVD,07D,70890,,7,D,8,90
,2010,F,NVD,07D,70990,,7,D,9,90
,2010,F,NVD,07D,71090,,7,D,10,90
,2010,F,NVD,07D,71190,,7,D,11,90
,2010,F,NVD,07D,71290,,7,D,12,90
,2010,F,NVD,07D,71390,,7,D,13,90
,2010,F,NVD,07D,71490,,7,D,14,90
,2010,F,NVD,07D,71590,,7,D,15,90
,2010,F,NVD,07D,71690,,7,D,16,90
,2010,F,NVD,09D,90082,,9,D,0,82
,2010,F,NVD,09D,90182,,9,D,1,82
,2010,F,NVD,09D,90282,,9,D,2,82
,2010,F,NVD,09D,90382,,9,D,3,82
,2010,F,NVD,09D,90482,,9,D,4,82
,2010,F,NVD,09D,90582,,9,D,5,82
,2010,F,NVD,09D,90682,,9,D,6,82
,2010,F,NVD,09D,90782,,9,D,7,82
,2010,F,NVD,09D,90882,,9,D,8,82
,2010,F,NVD,09D,90982,,9,D,9,82
,2010,F,NVD,09D,91082,,9,D,10,82
,2010,F,NVD,09D,91182,,9,D,11,82
,2010,F,NVD,09D,91282,,9,D,12,82
,2010,F,NVD,09D,91382,,9,D,13,82
,2010,F,NVD,09D,91482,,9,D,14,82
,2010,F,NVD,09D,91582,,9,D,15,82
,2010,F,NVD,09D,91682,,9,D,16,82
,2010,F,NVD,09D,90084,,9,D,0,84
,2010,F,NVD,09D,90184,,9,D,1,84
,2010,F,NVD,09D,90284,,9,D,2,84
,2010,F,NVD,09D,90384,,9,D,3,84
,2010,F,NVD,09D,90484,,9,D,4,84
,2010,F,NVD,09D,90584,,9,D,5,84
,2010,F,NVD,09D,90684,,9,D,6,84
,2010,F,NVD,09D,90784,,9,D,7,84
,2010,F,NVD,09D,90884,,9,D,8,84
,2010,F,NVD,09D,90984,,9,D,9,84
,2010,F,NVD,09D,91084,,9,D,10,84
,2010,F,NVD,09D,91184,,9,D,11,84
,2010,F,NVD,09D,91284,,9,D,12,84
,2010,F,NVD,09D,91384,,9,D,13,84
,2010,F,NVD,09D,91484,,9,D,14,84
,2010,F,NVD,09D,91584,,9,D,15,84
,2010,F,NVD,09D,91684,,9,D,16,84
,2010,F,NVD,09D,90086,,9,D,0,86
,2010,F,NVD,09D,90186,,9,D,1,86
,2010,F,NVD,09D,90286,,9,D,2,86
,2010,F,NVD,09D,90386,,9,D,3,86
,2010,F,NVD,09D,90486,,9,D,4,86
,2010,F,NVD,09D,90586,,9,D,5,86
,2010,F,NVD,09D,90686,,9,D,6,86
,2010,F,NVD,09D,90786,,9,D,7,86
,2010,F,NVD,09D,90886,,9,D,8,86
,2010,F,NVD,09D,90986,,9,D,9,86
,2010,F,NVD,09D,91086,,9,D,10,86
,2010,F,NVD,09D,91186,,9,D,11,86
,2010,F,NVD,09D,91286,,9,D,12,86
,2010,F,NVD,09D,91386,,9,D,13,86
,2010,F,NVD,09D,91486,,9,D,14,86
,2010,F,NVD,09D,91586,,9,D,15,86
,2010,F,NVD,09D,91686,,9,D,16,86
,2010,F,NVD,09D,90088,,9,D,0,88
,2010,F,NVD,09D,90188,,9,D,1,88
,2010,F,NVD,09D,90288,,9,D,2,88
,2010,F,NVD,09D,90388,,9,D,3,88
,2010,F,NVD,09D,90488,,9,D,4,88
,2010,F,NVD,09D,90588,,9,D,5,88
,2010,F,NVD,09D,90688,,9,D,6,88
,2010,F,NVD,09D,90788,,9,D,7,88
,2010,F,NVD,09D,90888,,9,D,8,88
,2010,F,NVD,09D,90988,,9,D,9,88
,2010,F,NVD,09D,91088,,9,D,10,88
,2010,F,NVD,09D,91188,,9,D,11,88
,2010,F,NVD,09D,91288,,9,D,12,88
,2010,F,NVD,09D,91388,,9,D,13,88
,2010,F,NVD,09D,91488,,9,D,14,88
,2010,F,NVD,09D,91588,,9,D,15,88
,2010,F,NVD,09D,91688,,9,D,16,88
,2010,F,NVD,09D,90090,,9,D,0,90
,2010,F,NVD,09D,90190,,9,D,1,90
,2010,F,NVD,09D,90290,,9,D,2,90
,2010,F,NVD,09D,90390,,9,D,3,90
,2010,F,NVD,09D,90490,,9,D,4,90
,2010,F,NVD,09D,90590,,9,D,5,90
,2010,F,NVD,09D,90690,,9,D,6,90
,2010,F,NVD,09D,90790,,9,D,7,90
,2010,F,NVD,09D,90890,,9,D,8,90
,2010,F,NVD,09D,90990,,9,D,9,90
,2010,F,NVD,09D,91090,,9,D,10,90
,2010,F,NVD,09D,91190,,9,D,11,90
,2010,F,NVD,09D,91290,,9,D,12,90
,2010,F,NVD,09D,91390,,9,D,13,90
,2010,F,NVD,09D,91490,,9,D,14,90
,2010,F,NVD,09D,91590,,9,D,15,90
,2010,F,NVD,09D,91690,,9,D,16,90
